lemma,f
perception,85
flyweight,1
supply-sider,5
rouse,10
misconduct,4
year,16431
intraday,7
technology,296
beggar-thy-neighbour,9
uncaring,2
dyslexic,2
enmity,3
consortium,26
austerity-averse,1
replication,1
barge,17
milk-and-water,1
abdominal,2
pee,3
detail,613
fertiliser,2
golden,161
ruthlessness,9
custody,9
curvaceous,4
overlook,94
whitstable,1
irreducible,2
generalised,4
17-month-old,1
ragu,1
taxation,149
vagary,9
gloominess,1
needlepoint,2
mortgagor,1
scrounge,4
transparency,54
nobility,8
rock-solid,5
six-hour,5
take-over,1
persuade,261
yobbish,1
wariness,2
expenditure-led,1
fudged,2
qualifier,3
enterprise-friendly,1
clemati,2
repayment,152
unkind,12
supercar,20
nursing,21
furnish,19
nation-building,4
unvarnished,5
jive,2
singular,9
temperament,10
contamination,4
freudian,1
stylised,5
rien,1
investec,2
monetarism,3
purport,6
turmeric,4
siphon,7
back-loaded,4
fitting,56
murderer,16
exhaustive,5
one-month,10
anachronistic,6
narrate,9
hard,1353
licensing,13
fascism,14
extremity,3
sequestration,4
sleeping,1
reciprocate,6
eye-witness,1
jinks,2
once-a-year,1
tilt,29
rescuer,8
100-listed,2
sewing,9
sterling,195
bodleian,1
acquaintance,13
cistercian,1
gladiator,3
pre-pay,2
incisive,5
sadomasochism,1
overcautious,1
hapless,26
waspish,8
brighten,10
tatters,18
incarceration,9
mumsnetter,1
bridge,110
lax,15
ealing,9
three-legged,2
oup,1
assumption,201
regard,408
bullion,4
neet,9
geezer,3
misreading,1
half-believe,1
deli,7
offshoot,4
tiff,4
sub-zero,2
stupendous,6
dollar-denominated,1
indictment,22
redneck,1
flag-waver,2
quotient,2
imagination,72
backing,121
re-energised,2
asymmetric,12
hankering,2
terrain,20
counter-factual,1
pro-worker,1
front-loaded,15
crafty,4
attractiveness,12
splurge,45
glittering,10
mainstay,7
middle-earner,2
out-poll,1
blingy,1
uncover,36
gory,6
twice-yearly,3
94-year-old,1
opine,11
costume,43
spinach,9
workmanlike,3
beleaguered,86
imprisonment,10
alcoholism,2
mcc,3
ep,54
miserable,45
frontline,29
neutron,2
mega-wealthy,1
guffaw,4
fiscalist,1
normality,26
consumer-focused,1
trapeze,1
injection,89
long-range,6
xf,1
sandal-wearing,1
console,15
crossing,19
bipolar,8
muchneeded,6
reservoir,5
shock,675
toe-curling,1
half-baked,18
lo,2
financier,39
disability,50
quadrant,1
investiture,11
grapple,55
sew,23
trundle,6
monoculture,2
whiteboard,3
50,2
rebate,58
bleak,143
suppress,28
epic,42
moving-image,1
scientist,65
ex-pat,2
gangrenous,1
tanzanian,2
confidante,2
kamikaze,2
pseud,1
background,158
56-year,3
marvel,26
thankyou,3
doubtless,52
économique,1
stateless,3
nitty,1
endless,88
telecommunication,2
luminary,9
skate,6
carton,3
gyrate,2
centralism,1
tune,114
sadness,19
gore,7
boyhood,6
demand-driven,1
stench,4
roulette,9
overhaul,132
lightness,7
embellish,2
enforce,117
party-funding,1
dive,35
perpetuate,22
product,585
superstore,6
affirmation,4
verisimilitude,1
battle-cry,1
commander,27
mangle,2
satirise,1
kafkaesque,3
base,941
populist,142
sabre-rattling,6
under-employment,1
healthcheck,1
grimace,3
over-subscribed,1
thermodynamics,2
argument,502
frontman,6
last-16,2
objectify,3
high-speed,55
spam,6
revocation,1
scintillating,2
acknowledgment,8
privatised,6
almond,21
centrepiece,34
sharpness,5
bwin,2
non-domiciled,3
altruistic,3
abyss,47
out-vote,2
interrelated,2
shoplifting,5
lamplighter,1
durability,8
huffing,2
swamp,19
newsreader,4
cat,88
species,41
up-rate,1
telegram,5
fiction,70
nonsensical,11
protectionist,27
promenade,5
re-engineer,4
elbow-length,1
pretend,134
protract,1
drunken,14
booker-winning,1
stopgap,3
short-lived,31
disengagement,7
brutalism,2
clarify,35
knit,24
symptom,51
militia,16
tiddlywinks,1
unconcerned,3
horseradish,1
luck,106
slant,6
neorealist,1
regale,6
non-linear,4
plagiarism,1
unused,16
underinvestment,5
squirm,6
free-range,8
superstructure,2
fortnightly,6
readdress,1
showbusiness,5
spin-out,2
upland,22
inbuilt,3
1879,3
soprano,7
abstinent,1
convincing,66
feral,4
tax-avoidance,1
tax-avoiding,2
retrenchment,63
catalyst,34
bolt,32
botanist,3
complementarity,1
horsemeat,3
mall,34
degradation,7
budgetary,111
ammo,2
monopolistic,4
oxford-educated,4
recite,6
well-written,3
70-hour,1
approachability,1
girl,229
wartime,91
north-country,1
aperitif,3
fancy-dress,5
breeches,2
churchgoer,2
constabulary,3
ex-chairman,2
delay,464
inhibit,12
ill-designed,1
finances,995
mate,36
scattered,1
trolley,18
romanian,19
teethe,3
impulsive,5
blighting,2
piebald,1
rolling-news,1
change,2973
forty,15
tax-collecting,1
misdemeanour,3
peaceable,1
verify,6
ant,10
trawler,1
annum,29
exaltation,1
infeasible,3
zakat,1
european-wide,10
tonight,79
flat-cash,1
cardiology,1
sit,551
intra-day,9
yak,3
yachting,6
pedantry,2
devise,49
cognoscenti,2
armour,13
stead,5
atheism,3
webpage,2
fuzziness,1
nightmare,98
invaluable,12
old-style,11
14-hour,1
ratio,457
non-financial,14
lentil,6
frisson,4
healer,1
fleshy,1
fix,341
self-appointed,4
humdrum,6
davo,6
bicker,6
silencing,2
patron,25
tissue,9
rancid,2
ebacc,2
two-state,1
gloomy,116
self-reinforcing,10
optimal,13
earsplitting,1
wet,43
closure,75
concentrated,14
scorer,7
macht,2
untried,3
staff,813
recoup,21
hare-brained,2
format,32
inhospitable,3
peacekeeping,2
hand-painted,4
pact,183
blockage,2
clever,109
portrait,74
unanswered,10
bone-headed,1
remittance,2
alarmist,11
scrub,7
stag,6
medium-term,44
booking,52
spoonful,8
well-timed,6
sprinter,4
browning,1
socialisation,1
preemptive,3
baying,1
decrepitude,1
register,128
sep,4
premium,125
session,120
moor,16
cleric,14
cream,94
keyboard,9
reimagining,4
boiled,1
tyne,1
redenominate,3
disarm,6
sweatshop,1
psalm,2
70,2
american-style,3
darkened,2
buyback,14
28-month,1
supermarket,203
filler,15
fly-by-night,1
lower-level,1
canonical,4
liberalisation,17
alchemise,2
working,76
convivial,11
robbery,19
granny-bashing,1
anti-corbynite,1
printout,1
vagrant,2
grannie,5
horrified,2
annualised,20
subvert,15
gumption,3
nem,1
forum,52
coal,55
chequebook,11
well-made,1
disentangle,7
devoted,13
ocado,2
broth,3
truth,413
bi-annual,6
backdoor,15
post-games,3
personality,79
fibreglass,1
beheading,3
auction,182
mbp,1
miscellany,1
shedload,3
biographer,16
layabout,1
societal,1
shore,169
mine,83
candelabra,2
flip-floppery,1
co-written,1
exult,4
elector,13
tormented,4
bailout,334
knee-high,1
nuclear-powered,1
twelve-month,1
unwritten,5
cyst,2
gratuity,3
hoary,5
kabukus,1
german-speaking,1
demean,3
swallow,73
powder,27
acquit,9
accreditation,3
limit,644
possession,40
almshouse,2
concertgoer,1
blink,32
slippery,23
chippy,3
post-industrial,3
intervention,312
parade,68
overpay,10
giver,2
best-buy,1
regurgitate,1
dashboard,9
bungle,11
red-hot,3
hardworking,5
resume,74
homage,31
infringement,6
danse,1
safe-haven,43
relic,17
flat-line,1
west,104
soaraway,3
michelin-starred,8
condolence,3
acclaimed,23
deadpan,4
harry,1
gutless,2
front-loading,3
luxuriant,3
diffuse,4
simon,4
stillborn,1
behaviour,189
reporting,20
expatriate,4
philanthropic,6
south-eastern,6
load,117
messaging,9
haemorrhage,8
hardwire,6
unfaze,1
lease,37
cornfield,1
spice,46
overview,9
quirkiness,2
uncontaminate,1
henchman,3
clear-out,3
sincere,12
catholic,27
convertible,8
worldly-wise,1
attendant,12
orchestrator,1
analytical,5
slur,6
missold,1
neoliberalism,4
poncho,1
pin,77
franchisee,10
alienation,11
self-funding,1
itchiness,1
co-sponsor,1
echr,1
statesman,41
right-back,2
corpse,11
augmented,4
rbc,5
omniscient,3
fast-declining,1
concern,1336
loony,3
slipstream,3
capsize,4
gape,1
bone,76
unequivocal,16
looted,2
higher-rate,63
interjection,1
eib,2
decompose,2
drainpipe,1
ballot,104
pamphlet,16
fastidious,3
quadriplegic,1
underdressed,2
substantiate,3
warlord,5
chain-reaction,8
nannying,1
taxidermy,3
attach,94
lebanese,6
financially-squeezed,1
emigrant,2
clue,34
rant,9
tbsp,25
coldness,4
insincerity,1
zara-owner,1
cold-calling,1
throng,13
shape-shifting,1
lumber,13
euroland,26
work-life,9
county,75
spiky,4
repossess,4
coloured,1
haunting,18
unengaged,1
seal,57
reveller,4
dusk,10
synth-pop,1
recalibrate,18
obscurantist,1
super-reduced,2
fine-tuning,1
dependent,116
disquiet,7
co-chair,2
modus,5
nourished,1
redesign,12
targeted,6
exhausted,3
interlocutor,5
earshot,1
bewitch,4
wither,19
sinewy,3
name-dropping,1
dome,7
shortlister,1
switcher,1
inclined,23
grilled,12
atm,9
tutoring,1
antechamber,1
primordial,7
operator,189
pbr,2
mayan,3
negotiator,34
instinctive,21
gist,11
road,659
paralysed,3
viewpoint,160
hosanna,1
dysfunction,3
mother-in-law,9
breadth,13
greatness,10
squire,3
graft,9
optimum,7
dude,5
flavoured,3
factor,388
turbocharge,8
die-hard,2
backline,1
over-consume,1
page-turner,2
technocracy,2
photo-opportunity,2
warning,688
speculation,203
lubricant,1
bikini,6
mucker,2
appreciative,7
relaxation,25
sea,192
teabag,1
dick,3
ellipsis,1
zombify,1
moonlight,3
guilt-tripping,1
spark,142
reproduce,17
meagre,26
solidity,8
ex-deputy,1
entryist,2
wicked,20
booklet,7
equalisation,1
steely,13
interconnectedness,4
caterer,6
tribune,4
regulatory,97
cbe,3
confide,14
group-wide,1
turncoat,2
barefaced,3
sailing,32
foist,8
growing,4
labour-affiliated,1
usher,54
landowner,11
serpent,3
terrorise,16
chock,3
better-designed,1
topless,3
fully-fledged,8
anchor,58
diner,18
ill-founded,2
caning,2
recorder,2
predictive,1
previous,667
insensitivity,10
triangulation,6
wireless,12
orbit,16
housing,643
sassy,4
crow,14
redemptive,4
self-confessed,4
sector,3034
pilgrimage,18
hard-liner,5
hull,5
incorporate,30
dodger,13
wholehearted,2
troika,157
selfie,5
dilute,22
newsflow,2
entry,126
unstoppable,21
double,549
charcuterie,2
iambic,1
pineapple,5
terse,4
steamroll,1
stripper,3
everything,657
legitimacy,58
claptrap,2
fullness,6
quantitative-easing,1
remain,2570
writing,37
state-sponsored,6
sequined,1
roasting,1
oxygen,12
fresher,2
carefree,9
alignment,10
dungeon,1
oscar,2
disenfranchised,1
indie,1
constituent,56
congestion,17
boatload,2
regret,62
box-office,8
hound,19
scenic,34
overweight,42
invade,22
highspeed,5
feudal,10
contemplate,100
swollen,8
org,3
resurface,19
uncompetitive,33
partying,2
ill-advised,4
demographic,91
atonement,3
irresistible,30
dj,3
bareness,1
fear,1800
tory-supporting,1
insulin,7
semi-finalist,2
redistribution,14
rrp,33
jockey,8
messier,2
bottler,3
memoirs,23
plate-glass,2
investment-grade,4
evident,89
duet,3
waiting,5
25-year-old,7
centre-half,2
post-1945,1
hourglass,2
deathb,3
careworn,3
pre-austerity,3
ecotourism,1
luvvie,1
claim,1911
lay-off,10
paedophile,1
guess,125
gum,26
amity,2
masterpiece,38
funding,800
perfunctory,6
weary,39
better,5
meddlesome,1
woeful,17
flamboyance,5
tango,5
internecine,2
share,2266
miser,3
dreamlike,2
spineless,8
seller,45
laxity,6
revolution,226
ethereal,5
drawn-up,1
luxuriousness,1
chug,5
reminiscence,4
food,786
engrain,1
tuus,1
tram,8
defection,15
analogous,2
sleaze,14
waking,1
prick,5
neckline,12
destination,129
pun,9
pebble,2
smallholding,1
disenfranchisement,3
leaver,9
subjugation,10
buy-out,19
reluctant,134
rafter,7
goalless,2
detectable,1
restock,5
vinyl,7
prevention,17
blackthorn,1
top-100,1
reprieve,25
remote,69
rollout,4
cross-hair,2
protect,649
mid-1970,13
survivor,21
inlay,3
must-do,1
unexamined,1
devastate,79
stock-in-trade,3
zealous,6
trapping,7
frontloaded,3
vituperative,2
crisis-management,2
conveyancing,1
marmalade,5
zest,18
mythic,3
decrease,64
sadistic,7
tortoise,5
resurgence,41
leper,4
long-promised,2
redefine,16
expenditure,335
cousin,46
45-year-old,4
zebra,4
shambling,2
puberty,1
chinese,264
non-essential,7
home-owning,1
campfire,1
open-market,1
indivisibility,1
detective,24
touring,8
plural,1
sort,781
starched,4
unaccounted,2
angular,2
akin,43
exogenous,1
hindu,1
analysis,481
monosyllabic,2
legitimisation,1
room,713
timepiece,3
indignity,10
rhapsodise,3
wrecker,1
degenerative,1
axe,113
cabaret,8
corrective,16
status-quo,1
groupthink,3
hypothesis,8
violinist,7
falcon,3
streak,17
scriptwriter,9
splatter,2
overregulated,2
insistence,70
rearrange,6
groupie,1
sang-froid,1
besot,2
u-boat,5
modest,291
memoir,27
pierced,1
impassivity,1
supercharged,4
disguised,5
stats,5
treble,29
nasal,2
federalise,1
encapsulate,20
merry,11
bombard,11
kilo,6
brainwave,2
reapply,7
clappers,2
incident,65
alma,5
constitutionalism,1
discordant,1
separate,326
policyholder,8
furtive,5
directory,1
plenty,261
venom,3
lain,1
antiquarian,3
suffragette,1
revert,31
tell-tale,6
snail,11
coffin,7
unerring,8
faith,246
umm,2
heightened,2
troop,15
sign,1282
kid,145
rabble,4
miner,118
irresponsible,60
self-taught,4
throttle,19
defender,47
extort,1
ageism,1
picture-book,2
tuna,5
greyhound,2
cook-off,1
barrister,15
microclimate,3
larceny,2
magnate,7
provocation,7
unruly,4
mid-september,1
british-asian,2
onsite,2
income,1714
foothold,12
destructive,99
heavy-duty,1
propagandist,3
baleful,5
gruelle,2
city-wide,1
irreversible,16
cut-out,8
skinhead,3
wellwisher,1
birth,166
pianistic,2
slough,5
post-riot,2
folded-up,1
off-stage,1
errand,1
peninsula,12
vagabond,1
remiss,1
big-hearted,1
kinda,1
world,3465
wreath,16
brutality,14
30-year,19
feta,6
nauseam,2
hedge,180
advertisement,41
bugging,1
disputatious,1
funereal,3
question-and-answer,3
loosening,18
craftsmanship,6
nigellum,1
tiara,5
clock,87
disinterested,1
jingoism,1
adjustment,301
mentor,28
exiguous,1
inimitable,6
rote,2
reshuffling,2
on,102
poignant,22
thigh,9
languorous,1
remedial,7
slew,17
balustrade,1
awareness,45
debt-ridden,20
lotion,1
gated,2
zany,1
ka,2
pinot,11
theft,24
constitutionalist,1
powerless,40
bafta-winning,3
winged,1
slow-paced,1
sisyphean,12
laundromat,1
anti-tax,1
employable,1
flag-bearer,2
undertreated,1
double-headed,1
grateful,38
maturity,75
figurine,8
diploma,1
disbelief,19
steady-as-she-goes,3
diction,2
much-prized,2
lifelong,20
semi-staged,1
cue,29
strenuous,6
glimmering,1
apd,2
appetiser,2
jnr,1
claw,99
cop,17
listening,3
charmless,5
yearning,20
disrobe,1
brilliant,125
misdirection,3
drummer,6
budge,22
useable,2
mislay,1
coq,1
re-evaluate,7
propagation,1
photograph,171
campus,14
red-faced,8
insecure,6
kick-off,5
infantilise,3
dislocated,1
nominator,1
dairy-free,1
undeniable,11
flashy,12
grey-haired,1
month-by-month,1
sampling,5
inflatable,7
btp,2
boxset,1
outsource,74
haven,119
submerge,5
re-define,1
life-enhancing,2
little,1745
secretariat,5
intriguing,45
suburb,36
interlinked,3
pre-paid,2
haberdasher,2
cdo,1
non-nhs,1
casualty,50
disaffection,8
assimilate,4
egotist,1
autoroute,1
find,2936
remit,51
fatty,3
convenient,31
prestidigitation,2
keener,6
photo-op,2
matching,5
54-year,1
debate,918
ludicrous,48
scared,12
guillotine,9
chabli,1
on-field,1
medium,112
gall,5
throat,22
terracotta,7
standard,636
brownite,9
slush,4
riven,5
irk,9
doughty,6
monolithic,4
blithe,4
low-grade,3
eyesight,2
seep,8
jaw,10
retrench,24
mechanistic,2
curatorial,1
numerous,50
dog,164
remortgage,20
chromium,5
structural,480
unproductive,17
milkman,2
absolutism,2
prank,2
socialised,1
perky,7
drubbing,9
marginalise,14
powdered,6
golfing,1
elegant,81
celebrity-style,1
pecking,7
continuing,1
recycling,18
constructor,3
beaver,3
famed,16
under-fives,6
soubriquet,1
semi-skilled,1
tentacular,1
snack,16
vanguard-class,2
arguable,7
identikit,7
belligerence,6
mix,271
deportation,10
effortlessness,1
like,695
stray,30
probe,21
anglican,24
boggy,2
hippy,3
half-term,8
amateurishness,1
tacit,27
recruit,100
um,5
animated,10
masthead,1
headwind,108
gridlock,16
pre-season,4
scam,6
wellspring,1
discuss,391
underwrite,59
smoke-filled,1
high-level,4
slut,1
discourage,47
blue-collar,14
consumer,1015
tweeds,3
oft-repeated,1
price-gouging,1
full-bodied,1
effective,236
aghast,6
exuberant,13
decade-high,1
inequity,3
promptness,2
gauze,4
crowd-pleasing,6
chronological,2
fundraising,9
foliage,3
cloying,3
annotate,1
hoodie,1
eunuch,1
exultant,2
rp,2
arc,13
excise,16
soon-to-be-born,1
goldfish,2
liveried,1
consult,56
long-lasting,11
cut-price,20
pathetic,26
enshrine,43
risible,8
perk,106
caged,3
bookcase,5
brusque,2
sure-fire,2
gate,70
annuity,65
shop-bought,4
cuvées,1
halting,2
irrelevance,26
grave,164
priesthood,3
transpose,5
exclusive,78
marquee,10
touristy,1
segregate,4
ritual,35
radiator,7
balloting,3
wristy,1
miler,1
neuralgic,10
tie-up,6
filings,1
peter,10
alibi,6
window-dressing,2
prepaid,4
prejudge,2
02,13
cloistered,1
nine-point,2
napalm,1
rite,17
stonking,3
cheer,179
diva,3
blocking,3
abbott,1
right-to-buy,1
motor,90
high-definition,4
fixer,4
catechism,1
culture,372
sulphurous,1
roundel,5
sparrow,1
co-decision,1
osbornian,1
twenty,22
disincline,6
selfridge,4
coaltion,1
eu-backed,1
joker,2
spur,69
addition,165
assiduous,3
evergreen,7
ex-soviet,1
federal,92
vase,15
blocker,1
subpar,1
equivalent,339
policy-maker,48
suspicion,80
snake,16
black-tie,2
facility,255
apocalypse,12
chop,63
prosper,39
earth-shaking,1
confidence,1153
scratch,45
sellable,2
affirmative,3
airtime,7
gunfight,1
rationalism,1
much-mocked,1
attempt,1016
yah,2
whereabouts,1
self-congratulatory,4
twisted,6
proponent,21
animate,2
500-year-old,1
frothing,3
shack,3
mid-cap,46
carp,4
passenger,220
dynamic,99
matchday,1
fan-like,1
forthright,11
fomc,2
sheltered,17
hors,4
unload,2
hopelessness,2
oath,7
bilk,1
batty,5
zoom,7
swarovskus,1
lapi,2
19-nation,2
bunching,1
hand-up,1
divisional,1
consignment,1
examine,115
postman,6
encrustation,1
allege,46
obtuse,1
crisis-fighting,3
anti-apartheid,2
cqc,2
supper,39
vivacious,4
pickup,6
accessibility,7
turquoise,7
consecrate,4
leopard-skin,1
orphanage,2
outplay,3
conservationist,6
indirect,31
easel,3
nationalise,44
nonfarm,1
contest,154
rough,56
ordeal,28
unappetising,6
future-proofing,1
loose,100
fighting,25
mythical,10
catalan,47
settler,2
geddit,2
mini-riot,1
stop-and-search,1
develop,471
hardwon,2
tart,14
artifact,1
pre-party,2
big-league,1
savour,9
flamenco,7
snowballing,2
stay-at-home,15
poundland,2
quench,3
distracting,1
intellectual,101
yr,5
fire-break,1
na,1
shaky,30
empathy,13
tombstone,8
oligarchy,15
baffling,8
inflation-busting,10
aneurysm,1
agitator,3
munificent,1
smmt,3
service,2290
prewar,1
wooded,6
running,19
shoehorn,4
sporadic,4
parkland,6
romcom,1
mediation,1
geekish,1
contributor,38
unconscious,5
chequered,1
amber,8
misjudge,25
bien-pensant,1
merit,85
assail,12
slander,1
tier,49
big-game,1
technologist,1
asparagus,3
final-quarter,1
audibility,1
post-war,236
remainder,44
invasive,1
friday,6
welch,1
omnibus,3
musty,5
kindle,8
google,1
ratification,21
unhurried,2
azure,3
share-based,2
clouded,1
fourth,279
moniker,3
semi-annual,1
spectre,40
nudge,27
parish,17
mussel,14
four-party,4
underpass,1
street-fighter,1
grumbling,6
constriction,2
mutilate,1
poor-value,1
treeless,1
diminish,95
minus,23
all-you-can-eat,1
narcissistic,5
streamline,11
clawback,7
male-dominated,2
big,3355
well-known,34
anaesthetised,1
brouhaha,1
kerb,6
romanticise,2
reawaken,3
lanky,1
member-state,1
tact,4
box,228
tenfold,3
prayer,34
centrism,1
spectatorship,1
creditworthiness,16
foster,44
emotional,83
bike,50
litigation,9
bunkum,4
unwed,1
aromatic,4
farage,7
leader,3441
wounded,5
cliffhanger,2
reaper,1
french,1376
establishment,182
mash-up,2
parting,4
stanza,3
30-strong,1
advantage,262
emigration,20
penalty,88
subsidised,12
icy,13
promissory,1
frankincense,1
tortuous,17
double-header,1
numpty,1
skating,1
top-floor,3
calypso,3
celeriac,7
fund,2466
hospitable,4
anaesthesia,1
hyper-expensive,1
low-inflation,1
cocktail,60
multi-millionaire,9
vegan,5
provider,99
hasten,20
bushy,1
infidel,1
stuc,1
enact,80
surfing,6
over-centralised,1
extradite,4
slime,1
radiant,5
vince,1
saucer,6
nugget,2
overriding,6
time-out,5
multi-agency,2
nag,3
tartan,5
authoritative,15
disunity,2
seabird,1
veil,39
organization,2
necessary,635
director-general,65
besiege,19
ionian,1
lethargy,3
alleviation,4
equator,1
decision-maker,4
aspirin,2
newsletter,1
